feedx,region1,region2,region3,region4,region5,region6,region7,region8,region9
9.49816047538945,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11.802857225639665,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
10.92797576724562,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
10.394633936788146,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
8.624074561769746,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
8.623978081344811,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
8.232334448672798,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11.46470458309974,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
10.404460046972835,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
10.832290311184181,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
8.08233797718321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11.879639408647977,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11.329770563201688,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
8.849356442713106,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
8.727299868828403,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
8.733618039413734,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
9.216968971838151,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10.099025726528952,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
9.727780074568463,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
9.164916560792168,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
10.447411578889518,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8.557975442608168,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
9.168578594140872,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
9.465447373174767,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.824279936868145,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
11.140703845572055,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
8.798695128633439,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
10.056937753654447,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10.36965827544817,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8.185801650879991,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
10.430179407605753,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
8.682096494749166,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8.260206371941118,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
11.795542149013333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
11.862528132298237,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
11.233589392465845,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
9.218455076693482,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
8.390688456025536,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
10.736932106048627,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
9.760609974958406,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
8.488152939379116,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
9.98070764044508,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
8.137554084460874,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
11.637281608315128,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
9.035119926400068,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
10.650089137415929,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
9.246844304357644,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
10.080272084711243,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
10.186841117373119,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
8.739417822102109,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
11.878338511058235,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
11.100531293444458,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
11.757995766256757,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
11.579309401710596,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
10.39159991524434,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
11.687496940092467,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8.353970008207678,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
8.783931449676581,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
8.180909155642151,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
9.301321323053058,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
9.554709158757928,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
9.085396127095583,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
11.314950036607717,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
9.427013306774358,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
9.123738038749522,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
10.170784332632994,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
8.56369689989905,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
11.208787923016159,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
8.298202574719083,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
11.94754774640207,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
11.088979077186629,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
8.794862726136689,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8.02208846849441,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
11.261845713819337,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
10.82742937539047,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
10.91602867216395,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
11.085081386743783,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
